solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,strategy,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,sub_category,detected_priority,complexity_level,risk_level,surplus_usd_weight,surplus_pct_weight,price_impact_weight,gas_cost_weight,gas_efficiency_weight,total_cost_weight,success_rate_weight,reliability_weight,guarantee_weight
5000,60000,172529,good_til_cancel,699,2.4,2,True,True,True,balanced,20,15,22,43,False,1,1,"[""volatile""]","[""volatile""]",36226.77,36605.39,1inch,0.95,1.82,504,True,0.795,mobile,4,Reputation-Trust,,,,limit_order,stop_loss,output,complex,medium,,,,15,,,0.433,0.39,0.177
30000,300000,47717,good_til_cancel,866,2.47,2,True,True,True,balanced,51,12,16,21,False,3,1,"[""stable"", ""stable"", ""volatile""]","[""volatile""]",4026.1,4083.47,coingecko,0.812,1.85,248,False,0.0,api,5,Surplus-First,200.63,4.91,1.02,complex_defi,multi_token,balanced,complex,high,0.425,0.348,0.227,12,,,,,
30000,60000,32141,fill_or_kill,748,2.78,2,True,False,False,balanced,53,10,20,17,True,2,1,"[""native"", ""native""]","[""volatile""]",36856.78,37470.33,paraswap,0.844,1.14,175,False,0.0,api,4,Surplus-First,143.65,0.38,0.77,swap,cross_chain,output,complex,medium,0.441,0.386,0.173,10,,,,,
5000,120000,584855,good_til_cancel,876,2.38,2,False,False,True,balanced,29,18,11,42,True,1,1,"[""volatile""]","[""native""]",19277.93,19388.02,internal,0.882,1.79,374,True,0.805,web,3,Reputation-Trust,,,,swap,cross_chain,output,moderate,medium,,,,18,,,0.397,0.368,0.235
30000,120000,227836,fill_or_kill,741,2.24,4,True,False,True,balanced,56,7,11,26,False,2,1,"[""volatile"", ""stable""]","[""native""]",14500.53,14281.98,internal,0.951,1.67,545,False,0.0,api,4,Surplus-First,388.51,2.72,0.95,swap,multi_hop_swap,balanced,complex,high,0.486,0.341,0.173,7,,,,,
3000,120000,152095,good_til_cancel,508,2.17,3,True,False,True,minimize_gas,11,58,15,16,False,2,1,"[""native"", ""volatile""]","[""native""]",540.22,544.22,internal,0.831,1.57,37,False,0.0,web,1,Gas-Optimized,,,,swap,simple_swap,cost,moderate,low,,,,58,0.298,0.258,,,
5000,60000,137377,good_til_cancel,526,2.49,3,True,False,False,minimize_gas,11,51,14,24,False,1,1,"[""stable""]","[""stable""]",8633.62,8526.75,coingecko,0.76,0.86,98,True,0.719,api,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,medium,,,,51,0.324,0.204,,,
15000,60000,481024,immediate,724,2.48,4,True,False,True,balanced,29,14,17,40,True,1,1,"[""native""]","[""stable""]",25617.82,25895.9,coingecko,0.955,1.62,188,True,0.819,mobile,4,Reputation-Trust,,,,swap,cross_chain,balanced,complex,medium,,,,14,,,0.385,0.321,0.294
15000,120000,32978,good_til_cancel,639,2.21,2,True,False,True,maximize_output,11,50,11,28,True,1,1,"[""native""]","[""stable""]",9350.31,9166.52,coingecko,0.803,0.64,235,True,0.686,telegram,0,Gas-Optimized,,,,limit_order,standard_limit,balanced,simple,medium,,,,50,0.318,0.202,,,
3000,120000,183216,good_til_cancel,507,2.15,2,True,True,False,minimize_gas,24,55,20,1,True,1,1,"[""volatile""]","[""native""]",17750.86,17635.98,paraswap,0.795,1.76,170,False,0.0,telegram,4,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,55,0.311,0.253,,,
15000,300000,437520,fill_or_kill,754,2.91,3,False,True,True,fastest_execution,19,20,19,42,True,2,1,"[""volatile"", ""volatile""]","[""volatile""]",68733.29,68670.24,1inch,0.964,1.9,410,False,0.0,web,3,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,high,,,,20,,,0.361,0.336,0.303
30000,120000,499889,good_til_cancel,843,2.94,2,True,False,True,minimize_gas,29,12,12,47,True,1,1,"[""volatile""]","[""native""]",21200.66,20911.55,paraswap,0.876,1.79,216,False,0.0,telegram,1,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,high,,,,12,,,0.398,0.363,0.239
15000,30000,50644,good_til_cancel,956,2.83,4,False,True,False,balanced,52,14,15,19,True,2,1,"[""native"", ""native""]","[""stable""]",18838.79,18455.41,coingecko,0.764,1.03,337,False,0.0,mobile,0,Surplus-First,1196.81,6.48,0.36,swap,cross_chain,balanced,complex,medium,0.449,0.37,0.181,14,,,,,
10000,30000,167191,fill_or_kill,542,2.07,2,False,False,True,maximize_output,10,41,16,33,False,1,1,"[""volatile""]","[""volatile""]",1246.13,1240.39,coingecko,0.927,1.13,368,False,0.0,telegram,2,Gas-Optimized,,,,swap,simple_swap,balanced,simple,low,,,,41,0.253,0.323,,,
10000,120000,146608,good_til_cancel,737,2.85,3,True,True,False,balanced,56,6,20,18,True,1,2,"[""native""]","[""native"", ""native""]",17462.16,17800.22,internal,0.742,2.29,234,True,0.771,mobile,2,Surplus-First,428.15,2.41,1.13,swap,simple_swap,balanced,moderate,high,0.476,0.309,0.215,6,,,,,
5000,120000,105380,fill_or_kill,550,2.06,3,False,False,True,maximize_output,24,50,20,6,True,1,1,"[""stable""]","[""native""]",9501.55,9501.2,coingecko,0.898,1.33,79,False,0.0,web,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,50,0.258,0.336,,,
10000,120000,250050,good_til_cancel,916,2.67,3,True,True,False,maximize_output,49,6,12,33,True,1,1,"[""native""]","[""volatile""]",19493.64,19089.88,1inch,0.861,1.73,193,True,0.71,telegram,4,Surplus-First,252.12,1.32,1.25,complex_defi,split_route,output,complex,high,0.465,0.341,0.194,6,,,,,
5000,30000,174440,good_til_cancel,602,2.33,3,True,False,True,maximize_output,13,58,13,16,False,1,1,"[""stable""]","[""native""]",7630.22,7575.26,internal,0.978,1.71,103,False,0.0,telegram,3,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,simple,low,,,,58,0.323,0.276,,,
3000,30000,156324,fill_or_kill,696,2.5,3,False,False,True,maximize_output,52,7,20,21,True,1,1,"[""stable""]","[""native""]",45547.67,45899.48,paraswap,0.968,2.36,271,True,0.719,telegram,3,Surplus-First,833.07,1.81,1.89,swap,cross_chain,output,complex,high,0.429,0.399,0.172,7,,,,,
15000,120000,57199,good_til_cancel,634,2.57,3,True,True,True,maximize_output,27,16,2,55,True,1,1,"[""native""]","[""volatile""]",96233.77,94731.45,paraswap,0.885,1.92,511,True,0.864,web,0,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,high,,,,16,,,0.417,0.363,0.22
5000,60000,68161,immediate,606,2.42,2,True,True,True,balanced,12,55,16,17,True,1,1,"[""native""]","[""volatile""]",7072.64,7091.8,paraswap,0.825,1.37,100,True,0.826,api,3,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,55,0.315,0.214,,,
3000,60000,142820,good_til_cancel,838,2.94,4,False,False,False,fastest_execution,50,9,12,29,True,1,1,"[""native""]","[""stable""]",47802.48,47000.99,internal,0.72,2.47,255,False,0.0,mobile,5,Surplus-First,872.37,1.86,1.52,complex_defi,aggregated_swap,speed,complex,medium,0.41,0.307,0.283,9,,,,,
30000,120000,214855,good_til_cancel,890,2.83,4,True,False,False,balanced,47,5,13,35,False,1,1,"[""native""]","[""stable""]",33470.94,33568.09,1inch,0.735,2.06,768,True,0.657,api,4,Surplus-First,363.75,1.08,1.81,complex_defi,multi_token,balanced,moderate,medium,0.477,0.303,0.22,5,,,,,
5000,60000,563419,good_til_cancel,637,2.31,3,True,False,False,fastest_execution,29,24,10,37,True,1,2,"[""native""]","[""volatile"", ""volatile""]",49256.31,47972.3,internal,0.899,1.83,187,False,0.0,api,5,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,high,,,,24,,,0.367,0.36,0.273
3000,30000,55875,good_til_cancel,532,2.32,3,False,True,False,balanced,22,46,14,18,False,1,2,"[""native""]","[""volatile"", ""stable""]",15745.16,15869.34,internal,0.906,0.65,289,True,0.822,telegram,2,Gas-Optimized,,,,complex_defi,split_route,balanced,moderate,medium,,,,46,0.273,0.285,,,
15000,30000,31201,good_til_cancel,998,2.46,2,True,False,True,maximize_output,53,6,17,24,True,1,2,"[""native""]","[""volatile"", ""stable""]",15126.34,14708.65,coingecko,0.966,1.77,572,False,0.0,telegram,0,Surplus-First,107.04,0.73,1.16,complex_defi,multi_token,output,moderate,medium,0.411,0.366,0.223,6,,,,,
15000,120000,200992,good_til_cancel,923,2.35,4,False,False,True,maximize_output,56,15,10,19,False,2,1,"[""native"", ""stable""]","[""stable""]",2029.78,2027.51,internal,0.804,2.12,248,False,0.0,web,2,Surplus-First,1101.04,54.31,0.6,swap,cross_chain,output,complex,high,0.491,0.335,0.174,15,,,,,
10000,30000,170254,good_til_cancel,660,2.85,4,True,True,True,balanced,45,14,10,31,False,1,1,"[""native""]","[""stable""]",34013.14,34578.51,1inch,0.839,1.77,560,True,0.742,mobile,5,Surplus-First,1016.16,2.94,1.8,complex_defi,split_route,balanced,moderate,high,0.453,0.361,0.186,14,,,,,
5000,60000,181465,good_til_cancel,662,2.21,2,False,True,True,balanced,24,40,17,19,False,1,1,"[""volatile""]","[""volatile""]",1239.21,1246.9,coingecko,0.88,1.77,92,False,0.0,mobile,3,Gas-Optimized,,,,limit_order,standard_limit,balanced,simple,medium,,,,40,0.302,0.268,,,
10000,60000,109702,good_til_cancel,602,2.23,2,False,True,True,maximize_output,47,14,15,24,False,1,1,"[""volatile""]","[""stable""]",30884.44,31138.07,coingecko,0.946,1.56,211,False,0.0,api,3,Surplus-First,132.4,0.43,1.66,swap,cross_chain,output,moderate,medium,0.448,0.354,0.198,14,,,,,
5000,600000,106608,good_til_cancel,744,2.62,3,False,False,False,balanced,27,10,15,48,False,1,1,"[""volatile""]","[""stable""]",67455.64,68274.4,paraswap,0.989,1.89,476,False,0.0,telegram,1,Reputation-Trust,,,,complex_defi,multi_token,cost,moderate,high,,,,10,,,0.37,0.336,0.294
15000,120000,158742,immediate,547,2.48,2,False,False,True,fastest_execution,10,47,11,32,True,1,1,"[""native""]","[""stable""]",1071.14,1080.66,coingecko,0.963,1.03,261,True,0.833,mobile,0,Gas-Optimized,,,,limit_order,standard_limit,cost,moderate,low,,,,47,0.314,0.213,,,
10000,120000,18236,immediate,611,2.42,2,False,True,False,balanced,23,51,16,10,True,2,1,"[""volatile"", ""native""]","[""stable""]",11213.46,11104.22,internal,0.845,0.6,469,False,0.0,web,1,Gas-Optimized,,,,swap,simple_swap,balanced,simple,low,,,,51,0.341,0.175,,,
15000,120000,140882,immediate,642,2.17,2,False,True,True,balanced,19,45,16,20,True,1,1,"[""native""]","[""volatile""]",4050.17,4039.96,paraswap,0.803,1.08,327,False,0.0,web,3,Gas-Optimized,,,,swap,simple_swap,balanced,simple,low,,,,45,0.314,0.192,,,
15000,300000,164515,good_til_cancel,750,2.19,2,False,False,False,maximize_output,59,13,12,16,True,1,1,"[""volatile""]","[""stable""]",22976.91,23179.01,internal,0.913,2.32,422,True,0.712,web,5,Surplus-First,250.86,1.08,0.78,limit_order,stop_loss,output,simple,medium,0.441,0.332,0.227,13,,,,,
10000,30000,279110,fill_or_kill,948,2.54,4,False,False,False,maximize_output,47,10,17,26,False,2,1,"[""stable"", ""native""]","[""stable""]",31866.26,32494.34,1inch,0.932,1.62,411,True,0.845,api,1,Surplus-First,435.94,1.34,1.11,complex_defi,split_route,output,complex,high,0.435,0.389,0.176,10,,,,,
10000,120000,117386,fill_or_kill,573,2.38,2,True,True,True,minimize_gas,21,59,18,2,True,1,2,"[""stable""]","[""volatile"", ""stable""]",18219.1,18027.85,internal,0.911,0.92,192,False,0.0,web,0,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,59,0.31,0.249,,,
10000,600000,137647,good_til_cancel,674,2.86,3,True,True,False,balanced,27,10,18,45,True,1,2,"[""stable""]","[""native"", ""stable""]",5761.69,5833.73,paraswap,0.817,2.11,386,False,0.0,web,0,Reputation-Trust,,,,swap,cross_chain,output,complex,high,,,,10,,,0.441,0.31,0.249
10000,60000,183152,good_til_cancel,972,2.45,3,True,True,True,maximize_output,59,14,10,17,True,2,1,"[""volatile"", ""native""]","[""stable""]",10840.01,11006.42,paraswap,0.978,1.02,244,True,0.861,telegram,1,Surplus-First,693.64,6.3,0.95,swap,cross_chain,output,moderate,high,0.453,0.336,0.211,14,,,,,
5000,60000,260138,good_til_cancel,895,2.64,4,True,True,True,balanced,27,13,8,52,True,1,1,"[""stable""]","[""stable""]",24001.56,24256.28,paraswap,0.816,1.76,762,True,0.75,telegram,0,Reputation-Trust,,,,complex_defi,split_route,output,moderate,medium,,,,13,,,0.384,0.385,0.231
15000,600000,449400,good_til_cancel,669,2.5,4,True,False,True,balanced,22,22,12,44,True,1,2,"[""stable""]","[""native"", ""stable""]",97658.22,96821.19,paraswap,0.92,2.03,504,True,0.688,mobile,0,Reputation-Trust,,,,complex_defi,multi_token,cost,moderate,high,,,,22,,,0.412,0.335,0.253
10000,120000,110373,immediate,537,2.31,2,False,False,False,fastest_execution,19,50,15,16,False,1,1,"[""stable""]","[""native""]",2340.55,2295.56,paraswap,0.945,0.86,445,False,0.0,telegram,1,Gas-Optimized,,,,swap,simple_swap,output,simple,low,,,,50,0.336,0.254,,,
5000,300000,108541,immediate,716,2.16,3,True,True,False,balanced,43,8,10,39,True,1,1,"[""stable""]","[""stable""]",13646.15,13869.22,coingecko,0.803,1.32,456,False,0.0,api,0,Surplus-First,326.38,2.35,0.62,complex_defi,split_route,output,moderate,medium,0.418,0.328,0.254,8,,,,,
5000,60000,60757,immediate,984,2.38,4,False,True,True,balanced,58,10,13,19,True,1,1,"[""stable""]","[""stable""]",1647.23,1675.66,internal,0.98,1.32,411,True,0.618,telegram,4,Surplus-First,108.37,6.47,0.75,swap,cross_chain,balanced,moderate,medium,0.437,0.34,0.223,10,,,,,
10000,120000,44224,immediate,695,2.23,2,True,True,True,minimize_gas,10,40,19,31,False,1,1,"[""stable""]","[""native""]",7998.54,7958.6,1inch,0.786,1.31,566,True,0.632,mobile,4,Gas-Optimized,,,,swap,simple_swap,cost,moderate,low,,,,40,0.281,0.225,,,
15000,120000,174466,fill_or_kill,504,2.83,4,True,False,False,minimize_gas,57,14,19,10,True,2,1,"[""stable"", ""native""]","[""stable""]",4671.91,4657.29,internal,0.91,2.11,114,False,0.0,mobile,0,Surplus-First,378.46,8.13,1.22,complex_defi,split_route,speed,moderate,medium,0.426,0.383,0.191,14,,,,,
5000,60000,487322,good_til_cancel,722,2.24,3,True,True,False,balanced,19,17,26,38,False,1,1,"[""volatile""]","[""volatile""]",41982.24,42350.56,internal,0.87,1.23,50,False,0.0,telegram,2,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,high,,,,17,,,0.446,0.363,0.191
15000,300000,529123,good_til_cancel,661,2.57,2,True,True,True,balanced,19,13,27,41,True,2,1,"[""volatile"", ""volatile""]","[""volatile""]",21269.75,21000.14,paraswap,0.894,1.88,210,False,0.0,mobile,5,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,low,,,,13,,,0.419,0.397,0.184
15000,60000,307367,immediate,802,2.62,2,False,True,True,balanced,30,12,15,43,False,1,1,"[""stable""]","[""native""]",52499.73,52757.47,coingecko,0.86,1.95,248,True,0.921,web,2,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,high,,,,12,,,0.409,0.335,0.256
10000,300000,63946,good_til_cancel,892,2.59,2,True,False,False,balanced,53,14,14,19,True,1,1,"[""volatile""]","[""stable""]",19011.04,19042.12,coingecko,0.83,2.33,573,False,0.0,telegram,2,Surplus-First,529.1,2.78,0.62,complex_defi,multi_token,balanced,moderate,medium,0.425,0.322,0.253,14,,,,,
10000,120000,155617,good_til_cancel,670,2.07,3,True,False,True,maximize_output,21,43,12,24,True,2,1,"[""volatile"", ""volatile""]","[""stable""]",5204.73,5145.55,paraswap,0.825,1.63,452,False,0.0,web,2,Gas-Optimized,,,,complex_defi,split_route,balanced,moderate,medium,,,,43,0.265,0.313,,,
15000,300000,94577,good_til_cancel,819,2.4,2,True,True,True,fastest_execution,18,21,26,35,False,2,1,"[""native"", ""stable""]","[""native""]",82473.86,82835.34,paraswap,0.839,2.07,169,True,0.739,telegram,0,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,high,,,,21,,,0.438,0.387,0.175
3000,120000,175926,fill_or_kill,586,2.91,4,False,True,False,maximize_output,41,6,13,40,False,1,1,"[""stable""]","[""volatile""]",10334.83,10285.98,1inch,0.884,2.26,51,False,0.0,api,4,Surplus-First,443.49,4.31,0.45,complex_defi,split_route,output,complex,medium,0.492,0.318,0.19,6,,,,,
10000,60000,114291,good_til_cancel,543,2.31,2,False,False,False,minimize_gas,16,58,17,9,False,2,1,"[""volatile"", ""native""]","[""stable""]",747.84,745.86,coingecko,0.768,0.6,83,True,0.607,api,4,Gas-Optimized,,,,complex_defi,split_route,cost,simple,medium,,,,58,0.259,0.331,,,
30000,60000,551266,immediate,756,2.93,4,True,False,True,balanced,30,16,10,44,False,1,1,"[""volatile""]","[""native""]",45770.75,45309.45,internal,0.817,2.07,53,False,0.0,telegram,1,Reputation-Trust,,,,swap,simple_swap,output,moderate,medium,,,,16,,,0.38,0.353,0.267
10000,30000,29852,good_til_cancel,860,2.37,4,False,True,True,balanced,56,9,17,18,True,1,1,"[""volatile""]","[""volatile""]",33354.98,33469.58,paraswap,0.878,2.36,597,True,0.764,telegram,4,Surplus-First,85.12,0.25,1.87,swap,multi_hop_swap,balanced,complex,high,0.475,0.373,0.152,9,,,,,
15000,30000,183145,immediate,884,2.95,2,False,False,True,maximize_output,45,8,14,33,False,1,1,"[""native""]","[""stable""]",38675.65,38371.97,coingecko,0.758,2.1,146,True,0.765,api,2,Surplus-First,276.42,0.72,1.39,swap,cross_chain,output,simple,high,0.42,0.389,0.191,8,,,,,
60000,120000,31939,immediate,630,2.97,2,True,False,False,maximize_output,19,15,25,41,True,1,1,"[""volatile""]","[""stable""]",6448.25,6396.73,1inch,0.871,1.53,363,True,0.853,mobile,2,Reputation-Trust,,,,swap,cross_chain,balanced,simple,low,,,,15,,,0.384,0.308,0.308
15000,120000,86795,good_til_cancel,647,2.96,2,False,False,False,balanced,46,8,18,28,False,1,1,"[""volatile""]","[""volatile""]",29548.11,29019.88,1inch,0.885,1.08,261,False,0.0,telegram,0,Surplus-First,367.35,1.27,1.8,complex_defi,aggregated_swap,output,complex,high,0.448,0.365,0.187,8,,,,,
15000,60000,141174,fill_or_kill,590,2.38,2,False,False,True,minimize_gas,10,60,19,11,True,2,1,"[""native"", ""native""]","[""stable""]",9998.61,10066.64,1inch,0.802,1.16,420,False,0.0,api,0,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,moderate,medium,,,,60,0.302,0.22,,,
15000,300000,361626,good_til_cancel,828,2.47,3,True,True,True,maximize_output,28,25,10,37,True,1,1,"[""volatile""]","[""volatile""]",90686.09,90769.9,1inch,0.986,1.77,106,False,0.0,web,3,Reputation-Trust,,,,limit_order,stop_loss,balanced,moderate,high,,,,25,,,0.422,0.384,0.194
30000,120000,195385,immediate,576,2.28,2,False,False,True,maximize_output,52,7,19,22,False,2,1,"[""stable"", ""volatile""]","[""native""]",13939.12,13581.44,1inch,0.808,2.24,204,True,0.784,mobile,0,Surplus-First,95.16,0.7,1.12,complex_defi,aggregated_swap,output,complex,medium,0.45,0.319,0.231,7,,,,,
15000,120000,158464,fill_or_kill,527,2.46,2,False,True,True,balanced,10,51,16,23,False,1,1,"[""volatile""]","[""volatile""]",12733.33,12556.85,internal,0.96,0.88,63,False,0.0,web,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,low,,,,51,0.274,0.299,,,
5000,120000,134256,immediate,678,2.18,2,False,True,False,balanced,19,51,19,11,False,1,1,"[""volatile""]","[""stable""]",19281.91,19278.31,coingecko,0.827,0.68,564,False,0.0,telegram,0,Gas-Optimized,,,,swap,simple_swap,balanced,moderate,medium,,,,51,0.271,0.256,,,
10000,600000,106556,good_til_cancel,811,2.75,3,True,True,False,balanced,25,25,5,45,True,3,1,"[""volatile"", ""volatile"", ""volatile""]","[""stable""]",38827.1,39531.1,internal,0.842,1.37,201,True,0.75,web,4,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,medium,,,,25,,,0.355,0.388,0.257
15000,300000,16396,fill_or_kill,933,2.82,4,True,True,False,fastest_execution,52,15,11,22,True,1,2,"[""volatile""]","[""volatile"", ""native""]",48536.64,47216.38,1inch,0.771,2.2,237,True,0.68,telegram,1,Surplus-First,475.95,1.01,0.41,complex_defi,multi_token,balanced,complex,medium,0.49,0.352,0.158,15,,,,,
5000,60000,148750,good_til_cancel,580,2.24,4,True,True,True,maximize_output,59,12,14,15,True,2,1,"[""stable"", ""native""]","[""volatile""]",12054.48,11852.3,1inch,0.823,1.82,381,True,0.918,mobile,0,Surplus-First,585.87,4.94,1.1,complex_defi,split_route,output,complex,medium,0.43,0.34,0.23,12,,,,,
15000,120000,479969,good_til_cancel,600,2.56,3,True,True,True,maximize_output,24,17,13,46,True,2,1,"[""stable"", ""native""]","[""volatile""]",27831.9,27845.57,paraswap,0.915,1.55,329,False,0.0,mobile,3,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,low,,,,17,,,0.412,0.341,0.247
5000,120000,182268,good_til_cancel,696,2.6,2,False,False,False,minimize_gas,21,16,21,42,True,2,1,"[""stable"", ""stable""]","[""volatile""]",51407.63,50723.9,coingecko,0.964,2.11,160,True,0.713,web,0,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,medium,,,,16,,,0.378,0.344,0.278
10000,600000,577397,good_til_cancel,612,2.31,3,True,True,False,fastest_execution,24,20,16,40,True,2,1,"[""native"", ""volatile""]","[""native""]",97850.28,99381.01,paraswap,0.834,1.85,277,True,0.81,api,2,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,medium,,,,20,,,0.424,0.335,0.241
5000,120000,152742,good_til_cancel,539,2.08,3,False,False,False,minimize_gas,18,54,19,9,False,1,1,"[""stable""]","[""volatile""]",9809.75,9745.91,paraswap,0.936,0.8,429,False,0.0,api,3,Gas-Optimized,,,,swap,simple_swap,cost,moderate,medium,,,,54,0.28,0.229,,,
3000,30000,177174,good_til_cancel,644,2.14,2,False,False,True,maximize_output,10,40,20,30,False,1,1,"[""native""]","[""volatile""]",3131.43,3110.45,paraswap,0.94,1.67,216,True,0.933,web,2,Gas-Optimized,,,,swap,multi_hop_swap,output,simple,low,,,,40,0.268,0.265,,,
30000,120000,186803,fill_or_kill,608,2.62,4,True,True,True,balanced,22,23,8,47,True,2,1,"[""native"", ""stable""]","[""volatile""]",1046.47,1063.54,coingecko,0.872,1.55,233,False,0.0,api,4,Reputation-Trust,,,,swap,simple_swap,cost,moderate,high,,,,23,,,0.352,0.327,0.321
30000,30000,280485,fill_or_kill,645,2.08,2,False,False,True,balanced,42,8,17,33,False,1,1,"[""stable""]","[""native""]",19615.22,19106.8,1inch,0.708,2.4,479,False,0.0,mobile,1,Surplus-First,844.84,4.42,0.33,swap,multi_hop_swap,output,complex,medium,0.422,0.315,0.263,8,,,,,
15000,30000,267191,good_til_cancel,850,2.54,3,False,True,True,maximize_output,55,14,16,15,False,1,1,"[""volatile""]","[""native""]",6845.8,6765.84,coingecko,0.922,1.94,439,True,0.75,api,3,Surplus-First,117.39,1.74,1.47,complex_defi,multi_token,output,moderate,medium,0.487,0.311,0.202,14,,,,,
10000,60000,241832,good_til_cancel,637,2.2,4,False,True,False,maximize_output,53,10,12,25,True,1,1,"[""native""]","[""native""]",28698.07,29190.75,1inch,0.888,1.03,133,True,0.886,mobile,0,Surplus-First,232.97,0.8,1.2,complex_defi,split_route,output,moderate,high,0.473,0.381,0.146,10,,,,,
60000,300000,152280,immediate,753,2.51,3,True,True,True,fastest_execution,28,17,19,36,True,1,2,"[""native""]","[""native"", ""volatile""]",55073.9,55005.55,internal,0.924,1.79,146,True,0.719,api,4,Reputation-Trust,,,,limit_order,standard_limit,balanced,complex,medium,,,,17,,,0.44,0.318,0.242
30000,60000,215247,good_til_cancel,748,2.22,2,True,True,False,balanced,27,20,6,47,True,1,1,"[""volatile""]","[""native""]",59273.26,58295.26,paraswap,0.82,1.89,346,True,0.753,web,3,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,high,,,,20,,,0.418,0.371,0.211
10000,60000,557461,good_til_cancel,635,2.44,3,True,True,True,balanced,28,20,12,40,True,3,1,"[""native"", ""stable"", ""stable""]","[""stable""]",79763.96,78483.43,internal,0.858,1.99,124,False,0.0,mobile,2,Reputation-Trust,,,,limit_order,standard_limit,balanced,complex,high,,,,20,,,0.443,0.323,0.234
5000,120000,583794,good_til_cancel,684,2.23,2,True,True,False,balanced,28,13,21,38,True,1,1,"[""stable""]","[""native""]",48957.32,48325.75,internal,0.894,1.66,210,True,0.826,api,2,Reputation-Trust,,,,swap,simple_swap,cost,simple,low,,,,13,,,0.408,0.381,0.211
30000,120000,243770,immediate,754,2.15,4,True,True,False,maximize_output,50,11,19,20,True,2,1,"[""stable"", ""stable""]","[""volatile""]",39156.38,39519.32,1inch,0.701,2.43,543,True,0.799,api,2,Surplus-First,407.38,1.03,1.75,swap,multi_hop_swap,output,moderate,high,0.434,0.384,0.182,11,,,,,
10000,300000,47430,good_til_cancel,948,2.28,2,False,False,False,balanced,60,10,17,13,True,1,1,"[""native""]","[""volatile""]",1764.0,1764.8,paraswap,0.848,2.17,570,False,0.0,mobile,3,Surplus-First,79.14,4.48,1.89,complex_defi,aggregated_swap,output,moderate,high,0.422,0.35,0.228,10,,,,,
5000,120000,110383,immediate,643,2.45,3,False,False,True,minimize_gas,24,54,10,12,True,1,1,"[""native""]","[""native""]",18500.38,18650.68,coingecko,0.78,1.6,74,False,0.0,web,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,54,0.314,0.232,,,
10000,60000,91158,immediate,637,2.5,3,False,True,False,minimize_gas,15,59,19,7,False,1,1,"[""native""]","[""native""]",12092.69,11922.7,paraswap,0.99,1.69,207,True,0.9,api,1,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,moderate,medium,,,,59,0.26,0.266,,,
30000,60000,536969,good_til_cancel,722,2.61,4,True,False,True,balanced,21,22,10,47,True,2,1,"[""stable"", ""volatile""]","[""native""]",27056.38,27154.28,coingecko,0.96,1.35,406,False,0.0,mobile,5,Reputation-Trust,,,,swap,cross_chain,output,complex,low,,,,22,,,0.436,0.392,0.172
15000,60000,170540,good_til_cancel,688,2.47,4,False,False,False,maximize_output,54,9,14,23,True,2,1,"[""volatile"", ""volatile""]","[""volatile""]",9664.92,9479.54,internal,0.78,1.88,587,False,0.0,web,1,Surplus-First,296.24,3.13,1.96,complex_defi,split_route,output,moderate,low,0.455,0.37,0.175,9,,,,,
3000,30000,32951,fill_or_kill,566,2.18,2,True,True,False,maximize_output,41,14,20,25,True,1,1,"[""stable""]","[""native""]",18634.52,18640.07,coingecko,0.704,2.38,385,False,0.0,web,3,Surplus-First,971.56,5.21,1.65,complex_defi,aggregated_swap,output,moderate,medium,0.406,0.362,0.232,14,,,,,
